"estado";"candidato";"votos";"cargo";"ano";"turno";"partido";"candidato_name"
"Ceará";"Aureliano Chaves PFL";23518;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"R. G. do Norte";"Aureliano Chaves PFL";5992;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Paraíba";"Aureliano Chaves PFL";9110;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Pernambuco";"Aureliano Chaves PFL";19590;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Alagoas";"Aureliano Chaves PFL";10677;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Sergipe";"Aureliano Chaves PFL";6371;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Bahia";"Aureliano Chaves PFL";34951;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Minas Gerais";"Aureliano Chaves PFL";227049;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Espírito Santo";"Aureliano Chaves PFL";10164;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Rio de Janeiro";"Aureliano Chaves PFL";48640;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"São Paulo";"Aureliano Chaves PFL";69315;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Paraná";"Aureliano Chaves PFL";23686;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Santa Catarina";"Aureliano Chaves PFL";10101;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"R. G. do Sul";"Aureliano Chaves PFL";19290;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"M. G. do Sul";"Aureliano Chaves PFL";5286;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Mato Grosso";"Aureliano Chaves PFL";4928;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Goiás";"Aureliano Chaves PFL";8809;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Distrito Federal";"Aureliano Chaves PFL";7350;"Presidente";1989;"Turno 1";"PFL";"Aureliano Chaves"
"Rondônia";"Ronaldo Caiado PSD (PDN)";3222;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Acre";"Ronaldo Caiado PSD (PDN)";763;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Amazonas";"Ronaldo Caiado PSD (PDN)";1799;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Roraima";"Ronaldo Caiado PSD (PDN)";359;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Pará";"Ronaldo Caiado PSD (PDN)";6830;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Amapá";"Ronaldo Caiado PSD (PDN)";321;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Tocantins";"Ronaldo Caiado PSD (PDN)";4980;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Maranhão";"Ronaldo Caiado PSD (PDN)";7599;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Piauí";"Ronaldo Caiado PSD (PDN)";3770;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Ceará";"Ronaldo Caiado PSD (PDN)";7714;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"R. G. do Norte";"Ronaldo Caiado PSD (PDN)";4868;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Paraíba";"Ronaldo Caiado PSD (PDN)";5512;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Pernambuco";"Ronaldo Caiado PSD (PDN)";8402;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Alagoas";"Ronaldo Caiado PSD (PDN)";1838;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Sergipe";"Ronaldo Caiado PSD (PDN)";2104;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Bahia";"Ronaldo Caiado PSD (PDN)";30947;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Minas Gerais";"Ronaldo Caiado PSD (PDN)";80601;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Espírito Santo";"Ronaldo Caiado PSD (PDN)";18125;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Rio de Janeiro";"Ronaldo Caiado PSD (PDN)";18269;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"São Paulo";"Ronaldo Caiado PSD (PDN)";78670;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Paraná";"Ronaldo Caiado PSD (PDN)";53287;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Santa Catarina";"Ronaldo Caiado PSD (PDN)";12735;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"R. G. do Sul";"Ronaldo Caiado PSD (PDN)";34317;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"M. G. do Sul";"Ronaldo Caiado PSD (PDN)";10850;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Mato Grosso";"Ronaldo Caiado PSD (PDN)";9902;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Goiás";"Ronaldo Caiado PSD (PDN)";78065;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Distrito Federal";"Ronaldo Caiado PSD (PDN)";3023;"Presidente";1989;"Turno 1";"PSD";"Ronaldo Caiado"
"Rondônia";"Affonso Camargo PTB";2217;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Acre";"Affonso Camargo PTB";574;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Amazonas";"Affonso Camargo PTB";3587;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Roraima";"Affonso Camargo PTB";415;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Pará";"Affonso Camargo PTB";11230;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Amapá";"Affonso Camargo PTB";520;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Tocantins";"Affonso Camargo PTB";1472;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Maranhão";"Affonso Camargo PTB";8098;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Piauí";"Affonso Camargo PTB";5227;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Ceará";"Affonso Camargo PTB";13821;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"R. G. do Norte";"Affonso Camargo PTB";4331;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Paraíba";"Affonso Camargo PTB";5341;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Pernambuco";"Affonso Camargo PTB";11292;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Alagoas";"Affonso Camargo PTB";4126;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Sergipe";"Affonso Camargo PTB";2880;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Bahia";"Affonso Camargo PTB";20733;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Minas Gerais";"Affonso Camargo PTB";40028;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Espírito Santo";"Affonso Camargo PTB";5823;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Rio de Janeiro";"Affonso Camargo PTB";42282;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"São Paulo";"Affonso Camargo PTB";58096;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Paraná";"Affonso Camargo PTB";86065;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Santa Catarina";"Affonso Camargo PTB";12713;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"R. G. do Sul";"Affonso Camargo PTB";15646;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"M. G. do Sul";"Affonso Camargo PTB";4317;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Mato Grosso";"Affonso Camargo PTB";4073;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Goiás";"Affonso Camargo PTB";7623;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Distrito Federal";"Affonso Camargo PTB";6732;"Presidente";1989;"Turno 1";"PTB";"Affonso Camargo"
"Rondônia";"Enéas Carneiro PRONA";2029;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Acre";"Enéas Carneiro PRONA";1058;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Amazonas";"Enéas Carneiro PRONA";2837;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Roraima";"Enéas Carneiro PRONA";210;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Pará";"Enéas Carneiro PRONA";8135;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Amapá";"Enéas Carneiro PRONA";533;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Tocantins";"Enéas Carneiro PRONA";1421;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Maranhão";"Enéas Carneiro PRONA";8531;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Piauí";"Enéas Carneiro PRONA";5011;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Ceará";"Enéas Carneiro PRONA";11596;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"R. G. do Norte";"Enéas Carneiro PRONA";6695;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Paraíba";"Enéas Carneiro PRONA";6997;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Pernambuco";"Enéas Carneiro PRONA";14359;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Alagoas";"Enéas Carneiro PRONA";3376;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Sergipe";"Enéas Carneiro PRONA";2919;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Bahia";"Enéas Carneiro PRONA";31655;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Minas Gerais";"Enéas Carneiro PRONA";65344;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Espírito Santo";"Enéas Carneiro PRONA";7495;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Rio de Janeiro";"Enéas Carneiro PRONA";40916;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"São Paulo";"Enéas Carneiro PRONA";77823;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Paraná";"Enéas Carneiro PRONA";11267;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Santa Catarina";"Enéas Carneiro PRONA";10521;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"R. G. do Sul";"Enéas Carneiro PRONA";22787;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"M. G. do Sul";"Enéas Carneiro PRONA";2986;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Mato Grosso";"Enéas Carneiro PRONA";2747;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Goiás";"Enéas Carneiro PRONA";8257;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Distrito Federal";"Enéas Carneiro PRONA";3069;"Presidente";1989;"Turno 1";"PRONA";"Enéas Carneiro"
"Rondônia";"Marronzinho PSP";1609;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Acre";"Marronzinho PSP";468;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Amazonas";"Marronzinho PSP";1983;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Roraima";"Marronzinho PSP";184;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Pará";"Marronzinho PSP";6051;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Amapá";"Marronzinho PSP";436;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Tocantins";"Marronzinho PSP";855;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Maranhão";"Marronzinho PSP";8254;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Piauí";"Marronzinho PSP";4886;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Ceará";"Marronzinho PSP";13790;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"R. G. do Norte";"Marronzinho PSP";4482;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Paraíba";"Marronzinho PSP";8124;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Pernambuco";"Marronzinho PSP";14444;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Alagoas";"Marronzinho PSP";2941;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Sergipe";"Marronzinho PSP";5661;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Bahia";"Marronzinho PSP";24301;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Minas Gerais";"Marronzinho PSP";38093;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Espírito Santo";"Marronzinho PSP";5459;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Rio de Janeiro";"Marronzinho PSP";16466;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"São Paulo";"Marronzinho PSP";37525;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Paraná";"Marronzinho PSP";13761;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Santa Catarina";"Marronzinho PSP";6095;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"R. G. do Sul";"Marronzinho PSP";10302;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"M. G. do Sul";"Marronzinho PSP";2355;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Mato Grosso";"Marronzinho PSP";2877;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Goiás";"Marronzinho PSP";5255;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Distrito Federal";"Marronzinho PSP";1722;"Presidente";1989;"Turno 1";"PSP";"Marronzinho PSP"
"Rondônia";"Paulo Gontijo  PP";1002;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Acre";"Paulo Gontijo  PP";503;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Amazonas";"Paulo Gontijo  PP";1542;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Roraima";"Paulo Gontijo  PP";214;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Pará";"Paulo Gontijo  PP";5726;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Amapá";"Paulo Gontijo  PP";240;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Tocantins";"Paulo Gontijo  PP";2064;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Maranhão";"Paulo Gontijo  PP";12196;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Piauí";"Paulo Gontijo  PP";9002;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Ceará";"Paulo Gontijo  PP";24984;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"R. G. do Norte";"Paulo Gontijo  PP";6189;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Paraíba";"Paulo Gontijo  PP";8694;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Pernambuco";"Paulo Gontijo  PP";15011;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Alagoas";"Paulo Gontijo  PP";9346;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Sergipe";"Paulo Gontijo  PP";4507;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Bahia";"Paulo Gontijo  PP";22799;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Minas Gerais";"Paulo Gontijo  PP";23099;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Espírito Santo";"Paulo Gontijo  PP";2615;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Rio de Janeiro";"Paulo Gontijo  PP";5030;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"São Paulo";"Paulo Gontijo  PP";17311;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Paraná";"Paulo Gontijo  PP";9939;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Santa Catarina";"Paulo Gontijo  PP";2812;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"R. G. do Sul";"Paulo Gontijo  PP";4462;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"M. G. do Sul";"Paulo Gontijo  PP";2037;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Mato Grosso";"Paulo Gontijo  PP";2402;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Goiás";"Paulo Gontijo  PP";4147;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Distrito Federal";"Paulo Gontijo  PP";835;"Presidente";1989;"Turno 1";"PP";"Paulo Gontijo"
"Rondônia";"Zamir PCN";1366;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Acre";"Zamir PCN";1428;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Amazonas";"Zamir PCN";1486;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Roraima";"Zamir PCN";130;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Pará";"Zamir PCN";5123;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Amapá";"Zamir PCN";325;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Tocantins";"Zamir PCN";1172;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Maranhão";"Zamir PCN";8452;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Piauí";"Zamir PCN";5809;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Ceará";"Zamir PCN";10436;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"R. G. do Norte";"Zamir PCN";6293;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Paraíba";"Zamir PCN";8136;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Pernambuco";"Zamir PCN";13966;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Alagoas";"Zamir PCN";2411;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Sergipe";"Zamir PCN";2317;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Bahia";"Zamir PCN";31096;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Minas Gerais";"Zamir PCN";28554;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Espírito Santo";"Zamir PCN";3714;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Rio de Janeiro";"Zamir PCN";7103;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"São Paulo";"Zamir PCN";18517;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Paraná";"Zamir PCN";8857;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Santa Catarina";"Zamir PCN";4195;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"R. G. do Sul";"Zamir PCN";5410;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"M. G. do Sul";"Zamir PCN";2053;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Mato Grosso";"Zamir PCN";2622;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Goiás";"Zamir PCN";5245;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Distrito Federal";"Zamir PCN";944;"Presidente";1989;"Turno 1";"PCN";"Zamir PCN"
"Rondônia";"Lívia Maria PN";1168;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Acre";"Lívia Maria PN";466;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Amazonas";"Lívia Maria PN";2075;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Roraima";"Lívia Maria PN";179;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Pará";"Lívia Maria PN";6208;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Amapá";"Lívia Maria PN";330;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Tocantins";"Lívia Maria PN";1554;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Maranhão";"Lívia Maria PN";6900;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Piauí";"Lívia Maria PN";6154;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Ceará";"Lívia Maria PN";15096;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"R. G. do Norte";"Lívia Maria PN";3715;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Paraíba";"Lívia Maria PN";5729;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Pernambuco";"Lívia Maria PN";9996;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Alagoas";"Lívia Maria PN";5298;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Sergipe";"Lívia Maria PN";3260;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Bahia";"Lívia Maria PN";16925;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Minas Gerais";"Lívia Maria PN";21691;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Espírito Santo";"Lívia Maria PN";3063;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Rio de Janeiro";"Lívia Maria PN";9276;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"São Paulo";"Lívia Maria PN";26758;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Paraná";"Lívia Maria PN";12378;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Santa Catarina";"Lívia Maria PN";4104;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"R. G. do Sul";"Lívia Maria PN";6320;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"M. G. do Sul";"Lívia Maria PN";2617;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Mato Grosso";"Lívia Maria PN";2437;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Goiás";"Lívia Maria PN";5025;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Distrito Federal";"Lívia Maria PN";1174;"Presidente";1989;"Turno 1";"PN";"Lívia Maria"
"Rondônia";"Eudes Mattar PLP";1238;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Acre";"Eudes Mattar PLP";443;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Amazonas";"Eudes Mattar PLP";1048;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Roraima";"Eudes Mattar PLP";92;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Pará";"Eudes Mattar PLP";3541;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Amapá";"Eudes Mattar PLP";215;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Tocantins";"Eudes Mattar PLP";888;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Maranhão";"Eudes Mattar PLP";7535;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Piauí";"Eudes Mattar PLP";6507;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Ceará";"Eudes Mattar PLP";8831;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"R. G. do Norte";"Eudes Mattar PLP";4736;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Paraíba";"Eudes Mattar PLP";8750;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Pernambuco";"Eudes Mattar PLP";15121;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Alagoas";"Eudes Mattar PLP";2968;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Sergipe";"Eudes Mattar PLP";1945;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Bahia";"Eudes Mattar PLP";24557;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Minas Gerais";"Eudes Mattar PLP";32474;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Espírito Santo";"Eudes Mattar PLP";3241;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Rio de Janeiro";"Eudes Mattar PLP";4046;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"São Paulo";"Eudes Mattar PLP";13589;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Paraná";"Eudes Mattar PLP";7006;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Santa Catarina";"Eudes Mattar PLP";2215;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"R. G. do Sul";"Eudes Mattar PLP";2347;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"M. G. do Sul";"Eudes Mattar PLP";1325;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Mato Grosso";"Eudes Mattar PLP";1776;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Goiás";"Eudes Mattar PLP";5126;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Distrito Federal";"Eudes Mattar PLP";776;"Presidente";1989;"Turno 1";"PLP";"Eudes Mattar"
"Rondônia";"Fernando Gabeira PV";776;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Acre";"Fernando Gabeira PV";297;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Amazonas";"Fernando Gabeira PV";1063;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Roraima";"Fernando Gabeira PV";118;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Pará";"Fernando Gabeira PV";3151;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Amapá";"Fernando Gabeira PV";204;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Tocantins";"Fernando Gabeira PV";540;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Maranhão";"Fernando Gabeira PV";4043;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Piauí";"Fernando Gabeira PV";3291;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Ceará";"Fernando Gabeira PV";10031;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"R. G. do Norte";"Fernando Gabeira PV";2347;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Paraíba";"Fernando Gabeira PV";3935;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Pernambuco";"Fernando Gabeira PV";5681;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Alagoas";"Fernando Gabeira PV";1953;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
"Sergipe";"Fernando Gabeira PV";1622;"Presidente";1989;"Turno 1";"PV";"Fernando Gabeira"
